ensembl_id,omim_id
ENSG00000128340.15,602049
ENSG00000267522.1,
ENSG00000218586.3,
ENSG00000169718.18,
ENSG00000267334.1,
ENSG00000263435.1,
ENSG00000085719.13,604207
ENSG00000260081.2,
ENSG00000287987.1,
ENSG00000228422.5,
ENSG00000285724.2,
ENSG00000278196.3,
ENSG00000168612.5,
ENSG00000162004.19,614666
ENSG00000170340.11,605581
ENSG00000166532.16,614054
ENSG00000258710.8,
ENSG00000255303.2,
ENSG00000180488.15,616773
ENSG00000267291.1,
ENSG00000110013.13,610079
ENSG00000263080.1,
ENSG00000117475.14,608692
ENSG00000133424.22,603590
ENSG00000183034.13,607827
ENSG00000256269.10,609806
ENSG00000187753.13,
ENSG00000230756.1,
ENSG00000135974.10,
ENSG00000258977.2,
ENSG00000130764.10,619154
ENSG00000255282.6,
ENSG00000248176.2,
ENSG00000148541.13,
ENSG00000222267.1,
ENSG00000285292.1,
ENSG00000185359.14,604375
ENSG00000249091.1,
ENSG00000113231.14,603390
ENSG00000227406.1,
ENSG00000271454.1,
ENSG00000099260.11,610182
ENSG00000258214.1,
ENSG00000144567.11,
ENSG00000285040.1,
ENSG00000219699.2,
ENSG00000260236.1,
ENSG00000230178.1,
ENSG00000172935.9,607233
ENSG00000165675.18,300282
ENSG00000137474.22,276903
ENSG00000228369.2,
ENSG00000261526.2,
ENSG00000287821.1,
ENSG00000287522.1,
ENSG00000284490.1,
ENSG00000287990.1,
ENSG00000229474.8,614661
ENSG00000217181.1,
ENSG00000166171.13,616467
ENSG00000066322.15,611813
ENSG00000288669.1,
ENSG00000228718.2,
ENSG00000137312.15,606998
ENSG00000232889.2,
ENSG00000139194.8,611866
ENSG00000177374.13,603825
ENSG00000180479.14,
ENSG00000250548.7,
ENSG00000206149.10,
ENSG00000253196.1,
ENSG00000132000.14,
ENSG00000228955.2,
ENSG00000134970.14,619990
ENSG00000237434.1,
ENSG00000271098.1,
ENSG00000094880.11,603462
ENSG00000129535.13,162080
ENSG00000101439.9,604312
ENSG00000177873.14,
ENSG00000117713.20,603024
ENSG00000226054.2,
ENSG00000264932.3,
ENSG00000102543.14,618997
ENSG00000274092.1,
ENSG00000213664.4,
ENSG00000230872.2,
ENSG00000057593.14,613878
ENSG00000184221.13,606385
ENSG00000076662.10,146631
ENSG00000277514.1,
ENSG00000159224.4,137240
ENSG00000205537.2,
ENSG00000134594.5,300333
ENSG00000259336.1,
ENSG00000268218.1,
ENSG00000268545.1,
ENSG00000115461.5,146734
ENSG00000259370.2,
ENSG00000267732.2,
ENSG00000235478.5,
ENSG00000196890.4,615046
ENSG00000231258.2,
ENSG00000273293.1,
ENSG00000149742.10,607579
ENSG00000261792.1,
ENSG00000168096.15,617310
ENSG00000111678.11,615140
ENSG00000104129.10,616844
ENSG00000253882.6,
ENSG00000280278.1,
ENSG00000284696.2,
ENSG00000172046.19,614471
ENSG00000007392.17,607782
ENSG00000247570.2,
ENSG00000248288.1,
ENSG00000272922.1,
ENSG00000258812.1,
ENSG00000188488.14,601841
ENSG00000160785.14,610824
ENSG00000286917.1,
ENSG00000266288.1,
ENSG00000145506.14,607852
ENSG00000266729.5,
ENSG00000263513.6,616853
ENSG00000273387.1,
ENSG00000241828.2,
ENSG00000237742.7,
ENSG00000170027.7,605356
ENSG00000235689.1,
ENSG00000241570.8,
ENSG00000284726.1,
ENSG00000213096.11,604768
ENSG00000272735.1,
ENSG00000254921.1,
ENSG00000257629.1,
ENSG00000259685.3,
ENSG00000283380.1,
ENSG00000105479.16,615038
ENSG00000137726.17,606683
ENSG00000007306.15,619160
ENSG00000249474.1,
ENSG00000154889.17,611900
ENSG00000281348.1,
ENSG00000251311.1,
ENSG00000237472.1,
ENSG00000262112.1,
ENSG00000268799.4,
ENSG00000259941.1,
ENSG00000286877.1,
ENSG00000259709.1,
ENSG00000227242.4,
ENSG00000120071.15,612452
ENSG00000250031.1,
ENSG00000229809.9,
ENSG00000103037.12,616424
ENSG00000167077.13,608797
ENSG00000237292.1,
ENSG00000287562.1,
ENSG00000268117.1,
ENSG00000138688.16,611565
ENSG00000180113.16,611200
ENSG00000243199.1,
ENSG00000261872.1,
ENSG00000119684.16,604395
ENSG00000270362.1,
ENSG00000230385.1,
ENSG00000250033.5,
ENSG00000186244.7,
ENSG00000157911.11,602859
ENSG00000227970.1,617386
ENSG00000130958.13,609182
ENSG00000157933.10,164780
ENSG00000235175.1,
ENSG00000120800.5,612822
ENSG00000244706.4,
ENSG00000165084.16,
ENSG00000267305.2,
ENSG00000173451.7,612531
ENSG00000268119.6,
ENSG00000214193.11,
ENSG00000188372.15,182889
ENSG00000275221.2,602788
ENSG00000165929.13,619305
ENSG00000164930.12,603409
ENSG00000251165.6,
ENSG00000226008.1,
ENSG00000278531.1,
ENSG00000241644.2,604854
ENSG00000263464.2,
ENSG00000213854.3,
ENSG00000244701.1,
ENSG00000251504.1,
ENSG00000110422.12,604424
ENSG00000235824.5,
ENSG00000229859.10,169710
ENSG00000213516.10,
ENSG00000253587.2,
ENSG00000230920.1,
ENSG00000137547.9,611828
ENSG00000254646.1,
ENSG00000120253.14,608141
ENSG00000179452.2,
ENSG00000275319.1,
ENSG00000143499.14,610663
ENSG00000100243.21,613213
ENSG00000267174.5,
ENSG00000255561.7,
ENSG00000279565.1,
ENSG00000256683.7,605422
ENSG00000187033.9,620493
ENSG00000139697.14,614274
ENSG00000286530.1,
ENSG00000188992.12,609252
ENSG00000240704.1,
ENSG00000225726.1,
ENSG00000137073.24,
ENSG00000229037.2,
ENSG00000229292.2,
ENSG00000273145.1,
ENSG00000275119.1,
ENSG00000229598.1,
ENSG00000134262.13,607245
ENSG00000138175.9,604695
ENSG00000157502.13,
ENSG00000125630.16,602000
ENSG00000100592.16,606626
ENSG00000235728.1,
ENSG00000271580.1,
ENSG00000169188.5,300773
ENSG00000129696.13,614426
ENSG00000211660.3,
ENSG00000285829.1,
ENSG00000250859.1,
ENSG00000259773.1,
ENSG00000231707.4,
ENSG00000092096.18,611461
ENSG00000275367.1,
ENSG00000268810.1,
ENSG00000244300.3,
ENSG00000287946.1,
ENSG00000283294.1,
ENSG00000157540.22,600855
ENSG00000272417.1,
ENSG00000253746.1,
ENSG00000240440.1,
ENSG00000274514.1,
ENSG00000280296.1,
ENSG00000063127.16,607972
ENSG00000278834.1,
ENSG00000077044.11,601826
ENSG00000148090.12,600529
ENSG00000165376.12,300520
ENSG00000253553.7,
ENSG00000118514.14,606467
ENSG00000134020.8,612473
ENSG00000258874.1,
ENSG00000261130.5,
ENSG00000073008.15,173850
ENSG00000196387.10,604082
ENSG00000188655.10,614014
ENSG00000253898.1,
ENSG00000102967.12,126064
ENSG00000125503.13,613245
ENSG00000214754.3,
ENSG00000224752.1,
ENSG00000158545.16,
ENSG00000243964.1,
ENSG00000105939.14,607312
ENSG00000162909.18,114230
ENSG00000171316.12,608892
ENSG00000286848.1,
ENSG00000224953.1,
ENSG00000235961.6,300917
ENSG00000143337.19,614512
ENSG00000084693.16,615900
ENSG00000211771.1,
ENSG00000270728.1,
ENSG00000124875.10,138965
ENSG00000136425.14,605564
ENSG00000144891.19,106165
ENSG00000242990.2,
ENSG00000235385.2,
ENSG00000198445.4,
ENSG00000076321.11,617679
ENSG00000261348.2,
ENSG00000169884.14,601906
ENSG00000166004.15,617728
ENSG00000184967.7,612819
ENSG00000165175.16,300961
ENSG00000241185.2,
ENSG00000278740.1,
ENSG00000184206.12,
ENSG00000266693.1,
ENSG00000171766.17,602360
ENSG00000259803.8,
ENSG00000251388.1,
ENSG00000287143.1,
ENSG00000203321.2,
ENSG00000279220.4,
ENSG00000231983.1,
ENSG00000268460.2,
ENSG00000123728.10,301016
ENSG00000280417.1,
ENSG00000243455.3,
ENSG00000270036.1,
ENSG00000200795.1,620822
ENSG00000188610.12,614711
ENSG00000261188.1,
ENSG00000214262.4,
ENSG00000161911.11,609714
ENSG00000071909.19,610040
ENSG00000186280.7,609766
ENSG00000233850.1,
ENSG00000253269.1,
ENSG00000270000.1,
ENSG00000279667.1,
ENSG00000249680.2,
ENSG00000280172.1,
ENSG00000227581.2,
ENSG00000260136.6,
ENSG00000279273.1,
ENSG00000232131.1,
ENSG00000265342.1,
ENSG00000128585.18,605623
ENSG00000266554.2,
ENSG00000174343.6,605116
ENSG00000178096.9,613181
ENSG00000186335.9,608331
ENSG00000014164.7,618640
ENSG00000262097.2,
ENSG00000257265.1,
ENSG00000248180.1,
ENSG00000128052.10,191306
ENSG00000160999.10,605300
ENSG00000204379.11,300742
ENSG00000196843.17,611583
ENSG00000287528.1,
ENSG00000254858.10,616133
ENSG00000286218.2,
ENSG00000203812.2,
ENSG00000099625.13,
ENSG00000243480.8,104650
ENSG00000234537.1,
ENSG00000267058.1,
ENSG00000058668.15,108732
ENSG00000124380.11,619629
ENSG00000280213.1,
ENSG00000242978.1,
ENSG00000101574.15,619626
ENSG00000272663.1,
ENSG00000259590.1,
ENSG00000107968.10,191195
ENSG00000257431.1,
ENSG00000227852.1,
ENSG00000234595.1,
ENSG00000236320.4,614958
ENSG00000129295.9,614930
ENSG00000173679.2,
ENSG00000225172.6,
ENSG00000263956.7,614001
ENSG00000105176.18,603494
ENSG00000234479.2,
ENSG00000244968.7,
ENSG00000159063.14,608103
ENSG00000116120.11,609690
ENSG00000229191.1,
ENSG00000232699.3,
ENSG00000224586.7,603435
ENSG00000251310.1,
ENSG00000251532.1,
ENSG00000249506.3,
ENSG00000277349.1,
ENSG00000181856.15,138190
ENSG00000117601.15,107300
ENSG00000239254.1,
ENSG00000236064.2,
ENSG00000235042.1,
ENSG00000232564.3,
ENSG00000169026.13,620318
ENSG00000273997.1,
ENSG00000201566.1,
ENSG00000130957.5,603027
ENSG00000196227.11,
ENSG00000271536.1,
ENSG00000235848.4,
ENSG00000133193.12,
ENSG00000100109.17,612747
ENSG00000113407.14,187790
ENSG00000101425.14,109195
ENSG00000125821.13,610996
ENSG00000253837.1,
ENSG00000181031.16,604881
ENSG00000248356.1,
ENSG00000283162.1,
ENSG00000286407.1,
ENSG00000282121.1,
ENSG00000122367.20,605906
ENSG00000172613.8,603761
ENSG00000103111.15,608954
ENSG00000249664.1,
ENSG00000278535.5,616159
ENSG00000125386.16,620037
ENSG00000229452.1,
ENSG00000227484.1,
ENSG00000176887.7,600898
ENSG00000158296.14,606411
ENSG00000213512.3,612468
ENSG00000232140.2,
ENSG00000286882.1,
ENSG00000254673.1,
ENSG00000177511.6,609478
ENSG00000258204.1,
ENSG00000118094.12,275360
ENSG00000239323.1,
ENSG00000226754.2,
ENSG00000116014.10,604161
ENSG00000242370.1,
ENSG00000215375.6,160782
ENSG00000254080.1,
ENSG00000260995.3,
ENSG00000187483.10,
ENSG00000149489.9,180721
ENSG00000170262.13,609196
ENSG00000224114.1,
ENSG00000136631.15,610035
ENSG00000273171.1,
ENSG00000248995.2,
ENSG00000144410.5,609563
ENSG00000153767.10,189962
ENSG00000161847.14,609950
ENSG00000265380.1,
ENSG00000269352.1,
ENSG00000161955.17,604472
ENSG00000223450.1,
ENSG00000259154.1,
ENSG00000269066.1,
ENSG00000265787.2,
ENSG00000226885.1,
ENSG00000105011.9,609190
ENSG00000284741.1,
ENSG00000254518.1,
ENSG00000260037.5,
ENSG00000004534.15,606886
ENSG00000196350.9,
ENSG00000172000.7,
ENSG00000279138.1,
ENSG00000267366.1,
ENSG00000164845.16,
ENSG00000278661.1,
ENSG00000125995.16,618894
ENSG00000124006.15,610991
ENSG00000285772.1,
ENSG00000265681.8,603661
ENSG00000145860.12,620640
ENSG00000237341.1,
ENSG00000228108.1,
ENSG00000281196.1,
ENSG00000238141.2,
ENSG00000288568.1,
ENSG00000270068.1,
ENSG00000182628.13,616674
ENSG00000267202.5,
ENSG00000251661.3,
ENSG00000285519.1,
ENSG00000262171.1,
ENSG00000211696.2,
ENSG00000177830.18,615692
ENSG00000104967.8,601991
ENSG00000270052.1,
ENSG00000088256.9,139313
ENSG00000182798.10,300763
ENSG00000106809.11,602383
ENSG00000230214.1,
ENSG00000146063.20,610530
ENSG00000261266.2,
ENSG00000251015.1,
ENSG00000162409.11,600497
ENSG00000227179.6,
ENSG00000062822.15,174761
ENSG00000226982.4,
ENSG00000074317.11,602569
ENSG00000234446.3,
ENSG00000237356.7,
ENSG00000255734.1,
ENSG00000204392.11,607282
ENSG00000196344.12,600086
ENSG00000104714.14,
ENSG00000088926.14,264900
ENSG00000255749.1,
ENSG00000228657.1,
ENSG00000265298.1,
ENSG00000284739.1,
ENSG00000261976.2,
ENSG00000111275.13,100650
ENSG00000253465.1,
ENSG00000126549.11,184470
ENSG00000259441.2,
ENSG00000112367.12,609390
ENSG00000211959.2,
ENSG00000184304.16,605435
ENSG00000236106.2,
ENSG00000147364.17,609098
ENSG00000233459.1,
ENSG00000178162.8,
ENSG00000257267.3,
ENSG00000279443.1,
ENSG00000163126.15,610736
ENSG00000138380.18,607586
ENSG00000160075.12,617680
ENSG00000184647.11,615144
ENSG00000223768.2,
ENSG00000216364.1,
ENSG00000242770.2,
ENSG00000224721.1,
ENSG00000225418.1,
ENSG00000175305.18,603775
ENSG00000276728.1,
ENSG00000273406.1,
ENSG00000144161.13,
ENSG00000272568.6,
ENSG00000213421.4,
ENSG00000241464.3,
ENSG00000157999.6,
ENSG00000137101.13,107272
ENSG00000196289.7,615687
ENSG00000224743.7,
ENSG00000091664.9,607563
ENSG00000198093.11,611903
ENSG00000248924.2,
ENSG00000183742.13,612646
ENSG00000196131.6,
ENSG00000281692.2,
ENSG00000281731.3,
ENSG00000211765.1,
ENSG00000007202.15,610664
ENSG00000165458.14,600829
ENSG00000106460.19,613413
ENSG00000135373.13,605439
ENSG00000143195.13,618081
ENSG00000211891.6,147180
ENSG00000249302.2,
ENSG00000228391.1,
ENSG00000267765.1,
ENSG00000250585.3,
ENSG00000286549.1,
ENSG00000179299.17,617185
ENSG00000176920.13,182100
ENSG00000259789.2,
ENSG00000224939.1,
ENSG00000020922.13,600814
ENSG00000176555.1,
ENSG00000084090.14,616712
ENSG00000276093.1,
ENSG00000164764.11,621005
ENSG00000214324.5,
ENSG00000250292.1,
ENSG00000237976.1,
ENSG00000167778.9,
ENSG00000119042.17,608148
ENSG00000203855.7,
ENSG00000287561.1,
ENSG00000090372.15,614767
ENSG00000229985.2,
ENSG00000180745.5,620256
ENSG00000270299.1,
ENSG00000075413.19,602678
ENSG00000285498.1,
ENSG00000286475.1,
ENSG00000122507.21,607968
ENSG00000112039.5,613976
ENSG00000250210.5,
ENSG00000172548.15,609383
ENSG00000104131.13,603910
ENSG00000181555.21,612778
ENSG00000228051.1,
ENSG00000285571.1,
ENSG00000163515.7,605645
ENSG00000278917.1,
ENSG00000273444.1,
ENSG00000254333.1,
ENSG00000135709.13,611675
ENSG00000128595.17,603420
ENSG00000102030.16,300013
ENSG00000183434.10,300772
ENSG00000287997.1,
ENSG00000154856.13,607479
ENSG00000253239.1,
ENSG00000231373.1,
ENSG00000197353.4,
ENSG00000228113.7,
ENSG00000167914.12,611218
ENSG00000222337.1,
ENSG00000279088.1,
ENSG00000135547.9,604674
ENSG00000070526.15,610138
ENSG00000165309.14,611226
ENSG00000114473.14,612477
ENSG00000286408.1,
ENSG00000260167.1,
ENSG00000124786.12,610845
ENSG00000002586.20,
ENSG00000253181.2,
ENSG00000102870.6,619587
ENSG00000276454.1,
ENSG00000008086.13,300203
ENSG00000211599.2,
ENSG00000104427.12,
ENSG00000248605.5,
ENSG00000232004.1,
ENSG00000286523.1,
ENSG00000128805.15,610585
ENSG00000233754.2,
ENSG00000227825.4,
ENSG00000233627.2,
ENSG00000220739.2,
ENSG00000237512.6,
ENSG00000272416.1,
ENSG00000270760.1,
ENSG00000183695.3,607228
ENSG00000184619.8,620920
ENSG00000241333.3,
ENSG00000163635.20,607640
ENSG00000136695.15,605507
ENSG00000228398.3,
ENSG00000167705.12,607848
ENSG00000244134.1,
ENSG00000215162.2,
ENSG00000253027.1,
ENSG00000227345.9,603501
ENSG00000171587.15,602523
ENSG00000241598.5,
ENSG00000280053.1,
ENSG00000090989.18,607879
ENSG00000224888.4,
ENSG00000105464.4,602717
ENSG00000273680.1,
ENSG00000137337.15,607593
ENSG00000260082.1,
ENSG00000160191.18,602973
ENSG00000261543.1,
ENSG00000282968.1,
ENSG00000277268.2,
ENSG00000287438.1,
ENSG00000183054.12,612709
ENSG00000249019.2,
ENSG00000287073.1,
ENSG00000198203.10,602385
ENSG00000005844.19,153370
ENSG00000125675.20,305915
ENSG00000127586.17,613201
ENSG00000268866.1,
ENSG00000113100.10,609974
ENSG00000103502.14,605893
ENSG00000205076.5,600615
ENSG00000228523.1,
ENSG00000279231.1,
ENSG00000167522.16,611192
ENSG00000277866.1,
ENSG00000121413.13,
ENSG00000184274.3,
ENSG00000250938.6,
ENSG00000211851.1,
ENSG00000286823.1,
ENSG00000162006.9,
ENSG00000101940.18,300512
ENSG00000267815.1,
ENSG00000131966.14,619731
ENSG00000134686.19,602979
ENSG00000047410.14,189940
ENSG00000072110.16,102575
ENSG00000223704.2,
ENSG00000240418.1,
ENSG00000258481.1,
ENSG00000259212.1,
ENSG00000257530.1,
ENSG00000274769.1,
ENSG00000285554.1,
ENSG00000120129.6,600714
ENSG00000214842.5,
ENSG00000171603.18,611321
ENSG00000130222.11,604949
ENSG00000230982.1,
ENSG00000235150.1,
ENSG00000227518.5,
ENSG00000280560.2,
ENSG00000285750.1,
ENSG00000149571.12,607761
ENSG00000150556.17,
ENSG00000286087.1,
ENSG00000102981.10,607484
ENSG00000077097.16,126431
ENSG00000096696.15,125647
ENSG00000228334.2,
ENSG00000253398.1,
ENSG00000141741.12,611802
ENSG00000256238.1,
ENSG00000231365.6,
ENSG00000255484.2,
ENSG00000176136.6,600042
ENSG00000167554.15,
ENSG00000180398.13,607788
ENSG00000125872.8,619706
ENSG00000229738.1,
ENSG00000126246.10,614143
ENSG00000178804.8,
ENSG00000288139.1,
ENSG00000080572.13,300933
ENSG00000198692.10,400014
ENSG00000075624.17,102630
ENSG00000230601.7,
ENSG00000287619.1,
ENSG00000115902.11,600229
ENSG00000101367.9,603108
ENSG00000242692.1,
ENSG00000100401.20,602362
ENSG00000136104.21,610326
ENSG00000231079.7,
ENSG00000241336.2,
ENSG00000042317.17,609868
ENSG00000073969.18,601633
ENSG00000225498.1,
ENSG00000265205.1,
ENSG00000253652.1,
ENSG00000233527.9,
ENSG00000286999.1,
ENSG00000214711.10,610229
ENSG00000196365.12,605490
ENSG00000253189.1,
ENSG00000213719.8,602872
ENSG00000198668.13,114180
ENSG00000254065.1,
ENSG00000167637.18,
ENSG00000213465.8,601175
ENSG00000225787.1,
ENSG00000251324.1,
ENSG00000244361.1,
ENSG00000166922.8,173120
ENSG00000251211.1,
ENSG00000284959.2,
ENSG00000103253.19,
ENSG00000171241.9,611027
ENSG00000164733.22,116810
ENSG00000100226.16,602245
ENSG00000137166.17,608924
ENSG00000249990.1,
ENSG00000133116.8,604824
ENSG00000276822.1,
ENSG00000230033.1,
ENSG00000267199.1,
ENSG00000230645.2,
ENSG00000037897.17,604466
ENSG00000237620.1,
ENSG00000151151.6,609851
ENSG00000100485.12,601247
ENSG00000224635.2,
ENSG00000178585.15,607758
ENSG00000249048.2,
ENSG00000156990.14,617759
ENSG00000262381.1,
ENSG00000224358.1,
ENSG00000139908.15,610711
ENSG00000148950.11,612323
ENSG00000141905.19,600729
ENSG00000183822.3,
ENSG00000235531.11,
ENSG00000267173.1,
ENSG00000227175.1,
ENSG00000279518.1,
ENSG00000087008.16,603402
ENSG00000216819.1,
ENSG00000277978.1,
ENSG00000262115.1,
ENSG00000223563.1,
ENSG00000198730.9,609366
ENSG00000258826.6,
ENSG00000134986.14,607332
ENSG00000171873.8,104219
ENSG00000285726.1,
ENSG00000224028.1,
ENSG00000235576.1,
ENSG00000232490.6,
ENSG00000132824.14,607165
ENSG00000231207.1,
ENSG00000233720.1,
ENSG00000254099.1,
ENSG00000168916.16,620972
ENSG00000116990.11,164850
ENSG00000166527.8,609964
ENSG00000263924.1,
ENSG00000168634.5,
ENSG00000143476.18,610617
ENSG00000234152.1,
ENSG00000197355.11,
ENSG00000182325.11,609076
ENSG00000159210.10,610904
ENSG00000231074.9,
ENSG00000271857.1,
ENSG00000243661.1,
ENSG00000115548.17,611512
ENSG00000279608.1,
ENSG00000257845.1,
ENSG00000188910.8,603324
ENSG00000171680.23,611101
ENSG00000239653.1,
ENSG00000259842.2,
ENSG00000224666.3,
ENSG00000259786.7,
ENSG00000279998.1,
ENSG00000173950.16,614552
ENSG00000230946.3,
ENSG00000242396.1,
ENSG00000267281.3,
ENSG00000238029.1,
ENSG00000205312.8,
ENSG00000129128.13,618854
ENSG00000069122.19,620874
ENSG00000121775.18,
ENSG00000255649.2,
ENSG00000262008.1,
ENSG00000171234.14,600068
ENSG00000167208.15,613281
ENSG00000105447.13,610597
ENSG00000267069.1,
ENSG00000286966.1,
ENSG00000084674.15,107730
ENSG00000211938.2,
ENSG00000274915.1,
ENSG00000184185.10,602323
ENSG00000260060.1,
ENSG00000255776.1,
ENSG00000279821.1,
ENSG00000123268.9,123803
ENSG00000186487.20,613084
ENSG00000249849.1,
ENSG00000254444.1,
ENSG00000280441.3,
ENSG00000166478.10,603433
ENSG00000285966.1,
ENSG00000261213.1,
ENSG00000182648.13,610242
ENSG00000204701.3,615016
ENSG00000253228.1,
ENSG00000147676.14,609684
ENSG00000184575.12,603180
ENSG00000268696.3,
ENSG00000211974.3,
ENSG00000254000.1,
ENSG00000253680.1,
ENSG00000143105.7,602420
ENSG00000165802.23,608137
ENSG00000166840.13,614761
ENSG00000256546.2,
ENSG00000076108.12,605682
ENSG00000263331.1,
ENSG00000285454.1,
ENSG00000286442.1,
ENSG00000226861.1,
ENSG00000246627.6,
ENSG00000047230.15,300380
ENSG00000115271.11,607030
ENSG00000168334.9,609777
ENSG00000130433.8,606898
ENSG00000255372.1,
ENSG00000263682.1,
ENSG00000270521.1,
ENSG00000275158.1,
ENSG00000137822.13,609610
ENSG00000149534.9,147138
ENSG00000229642.1,
ENSG00000169976.7,617847
ENSG00000139116.19,608283
ENSG00000236914.4,
ENSG00000140505.7,124060
ENSG00000236153.1,
ENSG00000155329.12,
ENSG00000230183.4,
ENSG00000240376.1,
ENSG00000280014.1,
ENSG00000278683.1,
ENSG00000271026.1,
ENSG00000225400.1,
ENSG00000232457.4,
ENSG00000175097.8,179616
ENSG00000286322.1,
ENSG00000253363.7,
ENSG00000286694.1,
ENSG00000173530.6,603614
ENSG00000273721.1,
ENSG00000268797.1,
ENSG00000236467.8,
ENSG00000258987.2,
ENSG00000271425.9,614000
ENSG00000231952.3,
ENSG00000278058.1,
ENSG00000166741.8,600008
ENSG00000062194.16,608412
ENSG00000132182.12,607703
ENSG00000257773.1,
ENSG00000105516.11,124097
ENSG00000175329.13,612019
ENSG00000152240.13,608775
ENSG00000162600.12,617081
ENSG00000272549.1,
ENSG00000204659.5,620892
ENSG00000173372.17,120550
ENSG00000104833.12,602662
ENSG00000231062.1,
ENSG00000268834.2,
ENSG00000228000.1,
ENSG00000237023.1,
ENSG00000251552.1,
ENSG00000108641.19,614144
ENSG00000233024.7,
ENSG00000256151.1,
ENSG00000258342.2,
ENSG00000188070.9,615699
ENSG00000255523.1,
ENSG00000132640.15,615566
ENSG00000120727.13,605604
ENSG00000257790.1,
ENSG00000164465.19,
ENSG00000254632.2,
ENSG00000267532.5,
ENSG00000075407.18,616085
ENSG00000132334.17,600926
ENSG00000273213.4,
ENSG00000083099.11,
ENSG00000245711.2,
ENSG00000265646.2,
ENSG00000124212.6,601699
ENSG00000223985.2,
ENSG00000232187.1,
ENSG00000273167.1,
ENSG00000232671.6,
ENSG00000196420.7,176991
ENSG00000284690.3,616560
ENSG00000008323.16,611743
ENSG00000002016.18,600392
ENSG00000227671.4,
ENSG00000272508.1,
ENSG00000169490.17,610081
ENSG00000151470.13,
ENSG00000227080.2,
ENSG00000258386.1,
ENSG00000120539.15,608221
ENSG00000035499.13,616073
ENSG00000091640.8,610056
ENSG00000164362.21,187270
ENSG00000145425.10,180478
ENSG00000223374.1,
ENSG00000225006.1,
ENSG00000271299.1,
ENSG00000286738.1,
ENSG00000168028.14,150370
ENSG00000154608.14,
ENSG00000228330.1,
ENSG00000237916.1,
ENSG00000283900.1,
ENSG00000075240.17,613691
ENSG00000086717.18,300109
ENSG00000234088.1,
ENSG00000227736.1,
ENSG00000253653.1,
ENSG00000275833.1,
ENSG00000288610.1,
ENSG00000226745.2,
ENSG00000251510.1,
ENSG00000253775.2,
ENSG00000178395.7,
ENSG00000172673.11,613607
ENSG00000225948.2,
ENSG00000168495.13,187280
ENSG00000232959.1,
ENSG00000284873.1,
ENSG00000038382.20,601893
ENSG00000285472.1,
ENSG00000110583.13,619999
ENSG00000264472.4,
ENSG00000255514.1,
ENSG00000233144.1,
ENSG00000266707.1,
ENSG00000269416.6,
ENSG00000264672.6,
ENSG00000100300.18,109610
ENSG00000232743.2,
ENSG00000286028.1,
ENSG00000287810.1,
ENSG00000224893.7,
ENSG00000135905.20,611518
ENSG00000249234.1,
ENSG00000144407.10,601469
ENSG00000109814.12,603370
ENSG00000185633.10,
ENSG00000231752.6,
ENSG00000270578.1,
ENSG00000178950.17,602052
ENSG00000163820.15,607182
ENSG00000224208.1,
ENSG00000226328.7,
ENSG00000166387.14,603142
ENSG00000261318.1,
ENSG00000065357.20,125855
ENSG00000276188.1,
ENSG00000237164.1,
ENSG00000261060.1,
ENSG00000135631.17,605536
ENSG00000260641.1,
ENSG00000173744.18,600862
ENSG00000177076.6,613492
ENSG00000151748.15,607203
ENSG00000255760.2,
ENSG00000273138.1,
ENSG00000131100.13,108746
ENSG00000103534.17,617197
ENSG00000159884.12,
ENSG00000224435.2,
ENSG00000155252.13,609763
ENSG00000137266.15,611697
ENSG00000225166.2,
ENSG00000152990.14,612303
ENSG00000183318.11,617628
ENSG00000198598.7,602285
ENSG00000137776.17,620992
ENSG00000148935.11,602835
ENSG00000196867.8,616798
ENSG00000170677.6,605118
ENSG00000286687.1,
ENSG00000237705.1,
ENSG00000215630.6,
ENSG00000182625.3,
ENSG00000254473.1,
ENSG00000259208.2,
ENSG00000197362.15,
ENSG00000117281.16,604463
ENSG00000171872.5,609602
ENSG00000138018.18,607915
ENSG00000267568.6,
ENSG00000288545.1,
ENSG00000255008.3,
ENSG00000091436.17,609479
ENSG00000240354.1,
ENSG00000263105.1,
ENSG00000286077.1,
ENSG00000253897.2,
ENSG00000250778.1,
ENSG00000255362.1,
ENSG00000122882.11,616464
ENSG00000263089.1,
ENSG00000228480.1,
ENSG00000228625.1,
ENSG00000160877.6,610672
ENSG00000079974.18,605413
ENSG00000159648.13,610264
ENSG00000163660.12,613384
ENSG00000267225.1,
ENSG00000132781.20,604933
ENSG00000132855.5,604774
ENSG00000227632.2,
ENSG00000254695.2,
ENSG00000211611.2,
ENSG00000198721.13,608024
ENSG00000164484.12,
ENSG00000278677.2,602796
ENSG00000078304.19,601645
ENSG00000276949.1,
ENSG00000196937.11,608618
ENSG00000255725.2,
ENSG00000069248.12,607613
ENSG00000119915.5,611815
ENSG00000225636.1,
ENSG00000233847.1,
ENSG00000156273.16,602751
ENSG00000258910.3,
ENSG00000136367.14,617828
ENSG00000138068.11,617152
ENSG00000248708.2,
ENSG00000284732.1,
ENSG00000185650.10,601064
ENSG00000227617.9,
ENSG00000272931.1,
ENSG00000268088.1,
ENSG00000138411.13,617245
ENSG00000286642.1,
ENSG00000235608.2,617869
ENSG00000118276.12,604017
ENSG00000283075.1,
ENSG00000142515.15,176820
ENSG00000104998.4,605350
ENSG00000264587.5,
ENSG00000130038.10,614178
ENSG00000137078.9,604964
ENSG00000284188.2,
